,country,status,life_expectancy,infant_deaths,alcohol,hepatitis_b,measles,polio,total_expenditure,diphtheria,hiv_aids,gdp,thinness_1_19_years,schooling,bmi,percentage_expenditure,adult_mortality,year,population
634,Costa Rica,Developing,78.0,1.0,4.15,88.0,0,89.0,7.82,89.0,0.1,5227.46595193036,2.0,12.6,51.4,1185.412346,16.0,2006,438794.0
635,Costa Rica,Developing,78.6,1.0,4.1,9.0,1,91.0,7.74,91.0,0.1,4676.37936564326,2.0,12.4,5.3,1002.833273,97.0,2005,4247841.0
636,Costa Rica,Developing,77.7,1.0,4.09,89.0,0,90.0,7.8,9.0,0.1,4404.71188429689,2.1,12.2,49.3,1043.10795,12.0,2004,418738.0
637,Costa Rica,Developing,78.0,1.0,4.04,86.0,1,88.0,8.45,88.0,0.1,4147.82436893773,2.2,12.1,48.3,1070.268999,1.0,2003,4125971.0
638,Costa Rica,Developing,78.3,1.0,4.17,94.0,0,94.0,8.23,94.0,0.1,4042.70568601112,2.2,11.9,47.3,112.9493745,99.0,2002,46324.0
639,Costa Rica,Developing,77.5,1.0,4.29,8.0,0,92.0,7.25,91.0,0.1,3960.30770307437,2.3,11.7,46.4,868.3713593,1.0,2001,3996798.0
640,Costa Rica,Developing,77.6,1.0,4.34,89.0,0,80.0,7.12,88.0,0.1,3789.05388800024,2.4,11.6,45.4,94.17819458,98.0,2000,3925443.0
658,Cuba,Developing,79.0,1.0,4.37,97.0,0,99.0,11.6,99.0,0.1,7133.33767875907,3.4,14.0,6.7,13.6691019,93.0,2014,
659,Cuba,Developing,78.7,1.0,4.18,96.0,0,99.0,9.48,99.0,0.1,6837.71167985881,3.4,14.7,59.9,95.67571176,96.0,2013,
660,Cuba,Developing,78.7,1.0,4.16,96.0,0,98.0,8.59,99.0,0.1,6497.31476421306,3.4,15.7,59.2,742.1961992,96.0,2012,
661,Cuba,Developing,78.8,1.0,4.14,96.0,0,99.0,1.6,97.0,0.1,6139.71878325885,3.4,16.5,58.4,102.0645784,92.0,2011,
662,Cuba,Developing,78.0,1.0,4.13,96.0,0,99.0,1.19,96.0,0.1,5730.35426413345,3.4,17.6,57.7,787.2808163,98.0,2010,
663,Cuba,Developing,78.1,1.0,4.01,96.0,0,99.0,11.78,96.0,0.1,5529.66937511797,3.4,17.7,56.9,818.8771016,11.0,2009,
664,Cuba,Developing,77.9,1.0,4.26,95.0,0,99.0,1.79,95.0,0.1,5411.26949201186,3.4,17.1,56.2,708.6157966,12.0,2008,
665,Cuba,Developing,78.1,1.0,4.13,93.0,0,99.0,1.42,93.0,0.1,5208.71838769431,3.4,16.0,55.4,750.7147641,14.0,2007,
666,Cuba,Developing,78.0,1.0,4.17,89.0,0,99.0,7.67,89.0,0.1,4683.56906667746,3.4,14.7,54.6,523.4724284,14.0,2006,
667,Cuba,Developing,77.2,1.0,4.48,95.0,0,99.0,9.39,89.0,0.1,3786.66345042341,3.4,14.2,53.8,518.9359221,19.0,2005,
668,Cuba,Developing,77.3,1.0,4.38,99.0,0,98.0,6.14,88.0,0.1,3395.71084290657,3.4,13.2,53.0,4.484254579,17.0,2004,
669,Cuba,Developing,77.4,1.0,4.39,99.0,0,98.0,6.31,72.0,0.1,3197.13318464341,3.5,12.9,52.1,60.34145124,18.0,2003,
670,Cuba,Developing,77.7,1.0,4.1,98.0,0,98.0,6.5,99.0,0.1,2999.24176296717,3.5,12.5,51.3,334.7672107,19.0,2002,
671,Cuba,Developing,76.7,1.0,4.04,98.0,0,99.0,6.27,98.0,0.1,2837.73573008299,3.6,12.3,5.4,322.5863149,115.0,2001,
672,Cuba,Developing,76.9,1.0,3.92,98.0,0,98.0,6.7,95.0,0.1,2747.10030348478,3.6,12.1,49.4,49.34007756,115.0,2000,
674,Cyprus,Developed,83.0,0.0,0.01,96.0,10,99.0,7.37,99.0,0.1,27163.3329657606,0.9,14.0,59.8,207.3041936,53.0,2014,115239.0
675,Cyprus,Developed,81.0,0.0,9.04,96.0,0,99.0,7.46,99.0,0.1,27729.1926990735,0.9,13.8,59.2,212.0859259,54.0,2013,1143896.0
676,Cyprus,Developed,80.0,0.0,10.55,96.0,1,99.0,7.44,99.0,0.1,28912.1569390403,0.9,13.8,58.7,2159.756205,56.0,2012,113562.0
677,Cyprus,Developed,79.7,0.0,10.69,96.0,0,99.0,7.54,99.0,0.1,32396.3857437121,0.9,13.8,58.3,2443.325028,57.0,2011,1124835.0
678,Cyprus,Developed,79.5,0.0,11.32,96.0,18,99.0,7.23,99.0,0.1,31023.6383309791,0.9,14.6,57.8,283.3300258,59.0,2010,111267.0
679,Cyprus,Developed,79.3,0.0,10.8,96.0,0,99.0,7.4,99.0,0.1,32109.2425148579,0.9,14.1,57.3,230.2524184,6.0,2009,19876.0
680,Cyprus,Developed,79.1,0.0,12.01,93.0,1,97.0,6.89,97.0,0.1,35397.3636837901,0.9,13.7,56.8,239.6409938,62.0,2008,181563.0
681,Cyprus,Developed,78.9,0.0,11.56,93.0,0,97.0,6.5,97.0,0.1,31244.9262239722,0.9,13.5,56.3,1958.525877,63.0,2007,163712.0
682,Cyprus,Developed,78.8,0.0,11.47,93.0,0,97.0,6.28,97.0,0.1,26729.3234045802,0.9,13.4,55.8,1700.841534,64.0,2006,14559.0
683,Cyprus,Developed,78.7,0.0,11.41,88.0,1,98.0,6.37,98.0,0.1,24959.2591697881,0.9,13.5,55.3,1562.520827,65.0,2005,127658.0
684,Cyprus,Developed,78.6,0.0,13.03,88.0,0,98.0,6.42,98.0,0.1,23792.6213632243,0.9,13.4,54.8,1586.724172,65.0,2004,1141.0
685,Cyprus,Developed,78.5,0.0,10.62,88.0,0,98.0,6.83,98.0,0.1,20252.2389846021,0.9,13.0,54.3,158.7087399,66.0,2003,993563.0
686,Cyprus,Developed,78.4,0.0,11.68,88.0,0,98.0,6.12,98.0,0.1,16093.214611298,0.9,12.5,53.8,1128.050886,68.0,2002,976966.0
687,Cyprus,Developed,78.2,0.0,10.16,89.0,0,97.0,5.78,97.0,0.1,14821.4468167502,0.9,12.4,53.3,100.8086193,69.0,2001,96282.0
688,Cyprus,Developed,78.1,0.0,9.56,89.0,0,97.0,5.77,97.0,0.1,14388.3480609917,0.9,12.5,52.8,950.8027925,7.0,2000,943286.0
771,Dominican Republic,Developing,73.6,6.0,5.92,89.0,0,90.0,4.38,91.0,0.3,6608.82550130065,3.3,13.2,57.9,1088.244952,154.0,2014,145844.0
772,Dominican Republic,Developing,73.4,6.0,5.93,8.0,0,82.0,4.12,83.0,0.3,6238.13236658362,3.3,13.2,56.8,97.52211538,157.0,2013,1281296.0
773,Dominican Republic,Developing,72.1,6.0,5.93,74.0,0,85.0,4.26,85.0,0.4,6110.36657603383,3.3,13.1,55.8,857.1307037,174.0,2012,115495.0
774,Dominican Republic,Developing,73.1,6.0,5.91,8.0,2,84.0,4.22,84.0,0.7,5913.42664885493,3.3,13.0,54.7,843.7876995,16.0,2011,12795.0
775,Dominican Republic,Developing,72.7,6.0,6.02,83.0,0,85.0,4.6,88.0,0.9,5555.39201393816,3.3,12.9,53.6,664.5585242,166.0,2010,9897985.0
776,Dominican Republic,Developing,73.6,6.0,6.05,8.0,0,85.0,4.41,82.0,1.2,5039.40312212985,3.4,12.9,52.6,587.8828228,157.0,2009,9767758.0
777,Dominican Republic,Developing,73.3,6.0,6.12,81.0,0,86.0,4.2,82.0,1.4,5087.98321278434,3.4,12.8,51.5,49.09241952,161.0,2008,963652.0
778,Dominican Republic,Developing,72.9,6.0,6.05,81.0,0,86.0,4.34,85.0,1.6,4707.79505245725,3.4,12.7,5.4,74.8217488,164.0,2007,954353.0
779,Dominican Republic,Developing,72.3,7.0,6.2,84.0,0,88.0,4.34,89.0,1.8,4109.03359145391,3.5,12.6,49.3,352.9551269,178.0,2006,9371338.0
780,Dominican Republic,Developing,69.7,7.0,5.71,87.0,0,86.0,4.26,87.0,2.0,3932.78440650852,3.5,12.6,48.2,289.7418649,28.0,2005,9237566.0
781,Dominican Republic,Developing,69.3,7.0,5.16,82.0,0,66.0,4.28,79.0,2.1,2487.32906105687,3.6,12.5,47.2,182.6162515,214.0,2004,912998.0
782,Dominican Republic,Developing,73.0,7.0,6.32,79.0,0,65.0,5.53,79.0,2.3,2418.35042158878,3.6,12.4,46.1,293.0196601,22.0,2003,896776.0
783,Dominican Republic,Developing,71.4,7.0,6.43,63.0,0,74.0,5.79,82.0,2.4,3110.32544702737,3.7,12.3,45.1,4.67359227,189.0,2002,8832285.0
784,Dominican Republic,Developing,71.2,7.0,6.13,66.0,113,71.0,5.59,72.0,2.5,2977.43451003068,3.8,12.3,44.1,340.0239945,188.0,2001,8697126.0
785,Dominican Republic,Developing,72.0,7.0,6.58,68.0,253,71.0,5.9,78.0,2.5,2869.17813861021,3.8,12.2,43.1,44.79247812,176.0,2000,8562622.0
787,Ecuador,Developing,76.0,6.0,3.82,83.0,0,84.0,9.16,83.0,0.1,6377.09392877257,1.2,14.0,53.5,79.11626341,121.0,2014,1593112.0
788,Ecuador,Developing,76.0,6.0,3.77,87.0,0,87.0,7.29,87.0,0.1,6056.33121253813,1.3,13.4,52.8,59.12850204,121.0,2013,15661547.0
789,Ecuador,Developing,75.5,7.0,3.92,88.0,72,85.0,6.48,87.0,0.1,5682.04610814497,1.3,13.3,52.1,41.88087712,127.0,2012,15419666.0
790,Ecuador,Developing,75.3,7.0,3.99,88.0,257,85.0,5.92,88.0,0.1,5200.55510783504,1.3,13.2,51.4,344.7412164,131.0,2011,15177355.0
791,Ecuador,Developing,75.0,7.0,3.95,9.0,0,88.0,5.9,91.0,0.1,4633.59128443099,1.3,13.1,5.7,367.9285652,134.0,2010,1493469.0
792,Ecuador,Developing,75.1,7.0,3.87,91.0,0,91.0,5.58,94.0,0.1,4231.61923466057,1.3,13.1,5.0,282.1440066,137.0,2009,14691275.0
793,Ecuador,Developing,74.6,7.0,3.76,93.0,1,94.0,5.66,96.0,0.1,4249.01896979445,1.3,13.0,49.3,197.9303077,139.0,2008,14447562.0
794,Ecuador,Developing,74.7,7.0,3.63,94.0,0,95.0,5.94,96.0,0.2,3567.83718649963,1.4,12.9,48.6,19.60467787,14.0,2007,1425453.0
795,Ecuador,Developing,74.4,8.0,3.52,96.0,0,92.0,5.86,96.0,0.3,3328.88415626323,1.4,12.8,47.9,19.13983284,144.0,2006,1396748.0
796,Ecuador,Developing,74.2,8.0,3.54,92.0,0,89.0,5.87,92.0,0.3,3002.13860439139,1.4,12.8,47.2,18.09317114,151.0,2005,13735233.0
797,Ecuador,Developing,74.4,8.0,3.65,88.0,0,90.0,6.22,88.0,0.3,2691.27768473838,1.5,12.7,46.5,16.37920405,148.0,2004,1359647.0
798,Ecuador,Developing,74.4,8.0,3.69,82.0,0,97.0,6.46,87.0,0.3,2425.85184175715,1.5,12.6,45.8,18.26183281,151.0,2003,1328961.0
799,Ecuador,Developing,73.6,8.0,3.88,75.0,0,88.0,4.62,88.0,0.3,2172.1018772447,1.5,12.5,45.1,187.3843511,157.0,2002,13726.0
800,Ecuador,Developing,73.4,9.0,4.13,69.0,2,90.0,3.86,89.0,0.3,1894.61619585804,1.6,12.4,44.3,14.5887403,158.0,2001,12852755.0
801,Ecuador,Developing,72.8,9.0,3.99,36.0,0,83.0,3.38,87.0,0.3,1445.27932442901,1.6,12.4,43.6,84.17527008,163.0,2000,12628596.0
819,El Salvador,Developing,73.3,2.0,2.52,93.0,0,93.0,6.77,94.0,0.2,3589.04129608885,1.6,13.2,55.4,665.7260253,181.0,2014,6281189.0
820,El Salvador,Developing,73.0,2.0,2.42,92.0,0,92.0,6.95,92.0,0.2,3509.52813211969,1.6,13.2,54.7,653.6925016,184.0,2013,625777.0
821,El Salvador,Developing,73.0,2.0,2.48,92.0,0,93.0,6.7,92.0,0.3,3428.40933246681,1.6,13.2,54.1,591.7757569,181.0,2012,6221246.0
822,El Salvador,Developing,72.0,2.0,2.37,89.0,0,90.0,6.81,89.0,0.3,3266.01258790059,1.7,13.0,53.4,549.2783081,197.0,2011,619256.0
823,El Salvador,Developing,72.0,2.0,2.36,89.0,0,89.0,6.91,89.0,0.3,2983.2288061357,1.7,12.9,52.8,469.3904193,191.0,2010,6164626.0
824,El Salvador,Developing,71.4,2.0,2.55,91.0,0,91.0,6.83,91.0,0.3,2858.48334388385,1.7,12.8,52.1,416.4338399,23.0,2009,6137276.0
825,El Salvador,Developing,71.7,2.0,2.68,98.0,0,98.0,6.21,98.0,0.3,2933.3942401921,1.8,13.4,51.4,53.95949877,194.0,2008,61131.0
826,El Salvador,Developing,71.2,2.0,2.83,99.0,0,99.0,6.32,99.0,0.3,2786.15792171718,1.8,12.9,5.8,52.30172215,23.0,2007,683475.0
827,El Salvador,Developing,75.0,3.0,2.77,96.0,0,96.0,6.68,96.0,0.2,2631.82214677612,1.8,12.9,5.1,57.74562629,211.0,2006,656478.0
828,El Salvador,Developing,71.0,3.0,2.77,89.0,0,89.0,7.19,89.0,0.2,2428.56911061307,1.9,12.7,49.4,440.6027042,213.0,2005,628961.0
829,El Salvador,Developing,70.0,3.0,2.9,9.0,0,90.0,7.3,9.0,0.3,2278.4303299528,1.9,12.4,48.6,398.6058322,215.0,2004,6775.0
830,El Salvador,Developing,69.9,3.0,3.1,94.0,0,93.0,7.61,94.0,0.3,2209.4972451963,2.0,12.0,47.8,400.1342971,29.0,2003,5971535.0
831,El Salvador,Developing,73.0,3.0,2.97,81.0,0,81.0,7.9,81.0,0.4,2124.10181983345,2.0,11.8,47.0,29.68529375,24.0,2002,59433.0
832,El Salvador,Developing,68.9,4.0,2.88,75.0,2,94.0,8.2,92.0,0.4,2072.3015906358,2.1,11.6,46.2,332.1056586,219.0,2001,595962.0
833,El Salvador,Developing,69.0,4.0,2.79,99.0,0,98.0,8.17,99.0,0.4,2001.54004887966,2.1,11.3,45.3,353.6690328,218.0,2000,5867626.0
854,Eritrea,Developing,62.9,6.0,0.62,96.0,48,96.0,3.6,96.0,0.7,642.508258796603,8.8,5.0,16.5,20.97991915,286.0,2011,447469.0
855,Eritrea,Developing,62.1,6.0,0.61,9.0,51,90.0,3.24,9.0,0.9,501.355316997143,8.9,5.1,16.0,17.35739784,298.0,2010,43984.0
856,Eritrea,Developing,61.4,6.0,0.63,92.0,82,92.0,3.3,92.0,1.0,595.109987185412,9.0,5.2,15.5,1.575160196,311.0,2009,431334.0
857,Eritrea,Developing,67.0,6.0,0.49,94.0,0,94.0,3.69,94.0,1.1,450.632398910533,9.1,5.2,15.1,11.76572311,322.0,2008,4232636.0
858,Eritrea,Developing,62.0,6.0,1.23,91.0,55,91.0,3.29,91.0,1.3,439.8321033782,9.2,5.3,14.7,11.42385961,329.0,2007,4153332.0
859,Eritrea,Developing,59.7,7.0,0.97,94.0,128,94.0,3.3,94.0,1.4,415.036030549833,9.3,5.3,14.3,10.60269773,336.0,2006,466648.0
860,Eritrea,Developing,59.4,7.0,1.07,96.0,19,96.0,2.97,96.0,1.6,388.595947483174,9.4,5.4,13.9,5.064688968,34.0,2005,39697.0
861,Eritrea,Developing,59.1,7.0,0.64,84.0,24,98.0,3.14,98.0,1.8,407.769076960812,9.6,5.0,13.6,10.26097341,342.0,2004,3858623.0
862,Eritrea,Developing,58.8,7.0,0.56,91.0,376,95.0,3.5,93.0,1.9,334.585571541238,9.7,4.7,13.3,6.913998013,343.0,2003,3738265.0
863,Eritrea,Developing,58.5,7.0,0.83,86.0,460,92.0,4.2,9.0,1.9,293.955672417246,9.9,4.4,13.1,0.703132179,343.0,2002,3614639.0
867,Estonia,Developing,77.3,0.0,0.01,93.0,0,93.0,6.38,93.0,0.1,20234.1174174704,1.9,16.5,59.4,2700.07305,122.0,2014,1314545.0
868,Estonia,Developing,76.9,0.0,0.01,93.0,2,94.0,6.48,94.0,0.1,19050.5859209,1.9,16.5,59.0,261.2914808,127.0,2013,1317997.0
869,Estonia,Developing,76.3,0.0,0.01,94.0,4,94.0,6.36,94.0,0.1,17404.2008024604,1.9,16.5,58.5,2263.103797,135.0,2012,1322696.0
870,Estonia,Developing,76.1,0.0,0.01,94.0,7,93.0,5.83,93.0,0.1,17464.9200795794,1.9,16.4,58.0,2146.945741,138.0,2011,1327439.0
871,Estonia,Developing,75.6,0.0,14.97,94.0,0,94.0,6.25,94.0,0.1,14663.0446126465,1.9,16.2,57.6,1802.017593,137.0,2010,1331475.0
872,Estonia,Developing,74.9,0.0,15.04,95.0,0,95.0,6.93,95.0,0.1,14711.7352728223,2.0,16.1,57.1,1717.088711,156.0,2009,1334515.0
873,Estonia,Developing,74.2,0.0,16.99,94.0,0,95.0,6.6,95.0,0.1,18204.9664786762,2.0,16.1,56.7,225.0723618,167.0,2008,13379.0
874,Estonia,Developing,73.0,0.0,17.87,95.0,1,95.0,5.16,95.0,0.1,16744.5844516343,2.0,16.1,56.3,1904.12469,189.0,2007,13468.0
875,Estonia,Developing,73.0,0.0,16.58,95.0,27,95.0,5.1,95.0,0.1,12639.4000677296,2.1,16.1,55.9,244.3510801,188.0,2006,134681.0
876,Estonia,Developing,72.8,0.0,15.52,95.0,2,96.0,5.2,96.0,0.1,10412.6443137966,2.1,15.9,55.5,153.5045263,189.0,2005,1354775.0
877,Estonia,Developing,72.3,0.0,15.07,9.0,0,95.0,5.13,94.0,0.1,8914.10355674451,2.2,15.7,55.2,101.1201161,195.0,2004,136255.0
899,Fiji,Developing,69.7,0.0,0.01,99.0,0,99.0,4.49,99.0,0.1,5605.60914844185,4.0,15.2,61.9,50.539484,19.0,2014,88586.0
900,Fiji,Developing,69.6,0.0,0.01,99.0,0,99.0,4.26,99.0,0.1,4840.72726987242,4.0,15.0,61.1,460.6487805,192.0,2013,879715.0
901,Fiji,Developing,69.4,0.0,0.01,99.0,0,99.0,4.16,99.0,0.1,4591.57701506207,4.0,14.9,6.2,431.4854874,195.0,2012,873596.0
902,Fiji,Developing,69.2,0.0,0.01,99.0,0,99.0,4.6,99.0,0.1,4371.44738457557,4.0,14.7,59.5,401.7931045,197.0,2011,86786.0
903,Fiji,Developing,69.1,0.0,2.25,99.0,0,99.0,4.23,99.0,0.1,3652.53593320954,4.0,14.6,58.7,62.08343533,2.0,2010,85995.0
904,Fiji,Developing,68.9,0.0,2.31,99.0,1,99.0,4.26,99.0,0.1,3362.82049454372,4.0,14.5,58.0,60.65068446,23.0,2009,851967.0
905,Fiji,Developing,68.7,0.0,1.95,99.0,0,99.0,3.68,99.0,0.1,4167.69493510221,4.0,14.3,57.3,81.04656111,26.0,2008,84334.0
906,Fiji,Developing,68.6,0.0,2.09,99.0,0,99.0,3.74,99.0,0.1,4040.15211916504,4.1,14.2,56.6,5.889526221,29.0,2007,834812.0
907,Fiji,Developing,68.5,0.0,2.06,99.0,136,98.0,3.84,98.0,0.1,3715.93265705693,4.1,14.0,55.9,52.1241634,211.0,2006,827411.0
908,Fiji,Developing,68.3,0.0,2.02,99.0,0,97.0,3.61,96.0,0.1,3627.63285585254,4.1,13.9,55.1,64.39203443,214.0,2005,821817.0
909,Fiji,Developing,68.1,0.0,1.63,99.0,37,96.0,3.61,95.0,0.1,3311.15989532504,4.2,13.4,54.2,43.99452464,218.0,2004,818354.0
910,Fiji,Developing,68.0,0.0,1.76,99.0,305,95.0,3.35,94.0,0.1,2818.91392042135,4.2,13.3,53.2,253.8196705,22.0,2003,816628.0
911,Fiji,Developing,67.9,0.0,1.85,99.0,304,94.0,3.48,93.0,0.1,2248.71419119053,4.2,13.3,52.2,206.071686,22.0,2002,815691.0
912,Fiji,Developing,67.8,0.0,1.93,98.0,17,92.0,3.28,91.0,0.1,2030.24635131517,4.3,13.2,51.2,20.7119129,221.0,2001,814218.0
913,Fiji,Developing,67.7,0.0,2.05,98.0,0,91.0,3.87,9.0,0.1,2069.31745471458,4.3,13.1,5.2,31.25834616,221.0,2000,811223.0
931,France,Developing,82.2,3.0,11.5,83.0,267,98.0,11.54,98.0,0.1,43011.2631028417,0.6,16.2,62.0,6739.677606,79.0,2014,66331957.0
932,France,Developing,82.0,3.0,11.1,74.0,272,99.0,11.56,99.0,0.1,42592.9353850549,0.6,16.2,61.6,6646.953935,81.0,2013,6599857.0
933,France,Developing,81.5,3.0,11.5,78.0,0,99.0,11.44,99.0,0.1,40874.7003927338,0.6,16.1,61.1,751.3793553,83.0,2012,6565979.0
934,France,Developing,81.7,3.0,11.8,74.0,14949,99.0,11.33,99.0,0.1,43790.7260166781,0.6,16.1,6.6,683.9190568,83.0,2011,65342776.0
935,France,Developing,81.3,3.0,11.7,65.0,5048,99.0,11.2,99.0,0.1,40638.3352541414,0.6,16.0,6.1,72.8001211,86.0,2010,6527512.0
936,France,Developing,81.1,3.0,11.8,51.0,1541,98.0,11.28,98.0,0.1,41575.4219609625,0.6,16.0,59.6,6415.35735,88.0,2009,647744.0
937,France,Developing,89.0,3.0,11.9,47.0,604,98.0,1.57,98.0,0.1,45334.117956922,0.6,16.1,59.1,7002.785925,88.0,2008,6437499.0
938,France,Developing,89.0,3.0,12.2,42.0,39,99.0,1.45,98.0,0.1,41508.4326882318,0.6,16.1,58.6,64.73714894,89.0,2007,6416229.0
939,France,Developing,86.0,3.0,12.4,39.0,40,99.0,1.53,99.0,0.1,36443.6263055433,0.6,16.1,58.0,5689.991931,92.0,2006,63621376.0
940,France,Developing,81.0,3.0,12.2,35.0,36,98.0,1.6,98.0,0.1,34760.1850154731,0.6,15.5,57.5,5451.701225,93.0,2005,63179356.0
941,France,Developing,82.0,3.0,13.18,35.0,4448,99.0,1.53,98.0,0.1,33741.2619183406,0.6,15.5,57.0,5291.234786,94.0,2004,6274897.0
942,France,Developing,79.3,3.0,13.49,28.0,0,96.0,1.43,97.0,0.1,29568.3887998673,0.6,15.4,56.4,4572.441963,99.0,2003,62244884.0
943,France,Developing,79.2,3.0,13.78,29.0,5185,97.0,1.22,97.0,0.1,24177.3355586498,0.7,15.5,55.8,3779.655273,11.0,2002,6185267.0
944,France,Developing,79.0,3.0,13.89,28.0,0,98.0,9.89,97.0,0.1,22433.5549829528,0.7,15.6,55.2,3451.185079,13.0,2001,61357431.0
945,France,Developing,78.8,3.0,13.63,26.0,10000,98.0,9.77,97.0,0.1,22364.0293943406,0.7,15.7,54.6,3410.284431,13.0,2000,6912498.0
947,Gabon,Developing,65.5,2.0,0.01,7.0,33,68.0,3.44,7.0,2.8,9663.42411002585,6.1,12.6,35.8,715.2816939,237.0,2014,1875713.0
948,Gabon,Developing,64.6,2.0,8.86,79.0,122,77.0,3.98,79.0,3.7,9683.58161951252,6.2,12.5,35.2,154.8758879,255.0,2013,1817271.0
949,Gabon,Developing,63.5,2.0,8.3,82.0,2,80.0,3.13,82.0,4.9,9813.50574650818,6.3,12.5,34.6,805.3925284,276.0,2012,1756817.0
950,Gabon,Developing,62.8,2.0,8.9,75.0,2,75.0,3.12,75.0,6.0,10809.6849503904,6.4,12.5,34.1,133.5223672,289.0,2011,169711.0
951,Gabon,Developing,62.3,2.0,8.85,67.0,1,68.0,3.41,67.0,7.0,8849.32260799167,6.5,12.5,33.5,145.318282,294.0,2010,16421.0
952,Gabon,Developing,61.7,2.0,8.64,79.0,0,74.0,3.43,76.0,8.0,7721.01895290081,6.7,12.4,33.0,52.31086276,31.0,2009,1586754.0
953,Gabon,Developing,61.6,2.0,8.75,82.0,3,81.0,2.54,82.0,8.9,10254.1719573595,6.8,12.4,32.4,11.05422474,298.0,2008,1536411.0
954,Gabon,Developing,61.6,2.0,9.02,75.0,0,78.0,2.86,81.0,10.0,8458.3091787108,6.9,12.4,31.9,545.4389573,291.0,2007,1489193.0
955,Gabon,Developing,61.4,2.0,8.01,52.0,90,44.0,2.88,45.0,10.7,7221.36987650987,7.1,12.4,31.4,40.53719812,288.0,2006,1444844.0
956,Gabon,Developing,65.0,2.0,7.72,28.0,0,44.0,2.76,45.0,10.9,6891.36192038265,7.2,12.4,3.8,353.2438029,37.0,2005,143126.0
979,Georgia,Developing,74.5,1.0,6.13,91.0,3188,91.0,7.42,91.0,0.1,4739.18833846421,2.7,13.5,55.3,221.482875,125.0,2014,3727.0
980,Georgia,Developing,74.5,1.0,5.91,96.0,7872,94.0,7.25,93.0,0.1,4623.74572473419,2.7,13.5,54.4,180.3787034,128.0,2013,3776.0
981,Georgia,Developing,74.2,1.0,7.71,92.0,31,93.0,8.57,92.0,0.1,4421.81824228013,2.6,13.4,53.6,158.2576025,13.0,2012,3825.0
982,Georgia,Developing,73.9,1.0,8.14,89.0,64,88.0,9.38,94.0,0.1,4021.74330617286,2.6,13.3,52.8,198.94876,127.0,2011,3875.0
983,Georgia,Developing,73.8,1.0,7.24,95.0,22,88.0,1.5,92.0,0.1,3233.29594347421,2.6,13.3,52.0,194.1732658,132.0,2010,3926.0
984,Georgia,Developing,73.2,1.0,6.66,54.0,23,93.0,1.19,88.0,0.1,2822.66743023352,2.6,12.8,51.3,18.5314303,133.0,2009,3978.0
985,Georgia,Developing,73.9,1.0,7.17,89.0,56,90.0,8.99,92.0,0.1,3324.73587905411,2.6,13.1,5.5,151.762567,128.0,2008,43.0
986,Georgia,Developing,74.4,1.0,8.65,94.0,44,88.0,8.17,98.0,0.1,2635.35388202963,2.7,12.5,49.9,106.164686,12.0,2007,482.0
987,Georgia,Developing,73.9,1.0,6.18,84.0,334,89.0,8.39,88.0,0.1,1996.05712927664,2.7,12.6,49.2,110.1138286,126.0,2006,4136.0
988,Georgia,Developing,73.9,1.0,4.7,79.0,1356,82.0,8.6,82.0,0.1,1642.76093756395,2.8,12.2,48.6,9.444875415,128.0,2005,419.0
989,Georgia,Developing,72.3,1.0,3.74,64.0,6847,66.0,8.53,78.0,0.1,1305.04748557208,2.8,12.0,48.1,7.132564768,134.0,2004,4245.0
990,Georgia,Developing,72.7,1.0,3.36,48.0,216,74.0,8.49,75.0,0.1,1010.0079801313,2.9,11.8,47.5,70.54185252,132.0,2003,431.0
991,Georgia,Developing,71.7,2.0,2.72,51.0,199,89.0,8.72,84.0,0.1,853.516453713318,2.9,11.8,47.0,60.55818291,142.0,2002,4357.0
992,Georgia,Developing,73.0,2.0,2.76,61.0,35,83.0,7.82,87.0,0.1,801.990413888373,3.0,11.7,46.5,57.10318825,121.0,2001,43864.0
993,Georgia,Developing,71.8,2.0,3.28,55.0,50,81.0,6.94,8.0,0.1,749.908534993961,3.1,11.4,46.0,47.81704183,129.0,2000,44183.0
995,Germany,Developed,89.0,2.0,11.03,88.0,443,94.0,11.3,95.0,0.1,47959.9932737599,1.1,17.0,61.9,941.7562909,69.0,2014,89825.0
996,Germany,Developed,86.0,2.0,10.94,88.0,1771,94.0,11.16,95.0,0.1,46285.7640688407,1.1,16.9,61.4,895.8779503,71.0,2013,864565.0
997,Germany,Developed,86.0,2.0,11.18,88.0,166,94.0,1.99,95.0,0.1,43858.3630551076,1.1,16.9,6.9,839.91332,71.0,2012,8425823.0
998,Germany,Developed,85.0,2.0,11.2,88.0,1607,94.0,1.93,95.0,0.1,46644.776027968,1.1,16.8,6.4,869.790735,74.0,2011,8274983.0
999,Germany,Developed,81.0,2.0,11.2,88.0,780,94.0,11.25,95.0,0.1,41531.9341978689,1.1,16.7,59.9,7584.078579,76.0,2010,8177693.0
1000,Germany,Developed,80.0,2.0,11.22,88.0,574,95.0,11.4,96.0,0.1,41485.9016495139,1.1,16.7,59.5,7641.270645,79.0,2009,819237.0
1001,Germany,Developed,79.9,2.0,11.36,87.0,917,95.0,1.39,96.0,0.1,45427.151677489,1.1,16.6,59.0,8285.264655,8.0,2008,821197.0
1002,Germany,Developed,79.8,3.0,11.5,86.0,567,95.0,1.18,96.0,0.1,41587.2128984264,1.1,16.6,58.5,7777.556353,82.0,2007,82266372.0
